X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
397216.270000003,137538.440000001,25114641,2025/07/29 14:39:27+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,397216.27,137538.44,2,2C,2,209,Cluster 8,010100 3,010100,Precinct 17,38.9056991277,-77.032093941,DOWNTOWN,2025/07/29 12:20:00+00,2025/07/29 12:20:00+00,783374387,
399680.0,143441.449999999,25111851,2025/07/24 15:15:55+00,DAY,OTHERS,BURGLARY,5600 - 5776 BLOCK OF 2ND STREET NE,399680,143441.45,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9588795897,-77.0036920692,,2025/07/24 04:30:00+00,2025/07/24 04:44:00+00,783374557,
399228.024300002,128424.528299998,25117812,2025/08/03 22:30:09+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 126,38.8236013165,-77.0088899643,,2025/08/03 20:56:00+00,2025/08/04 00:00:00+00,783374558,
399953.060000002,137804.59,25114578,2025/07/29 09:00:20+00,MIDNIGHT,OTHERS,BURGLARY,300 - 399 BLOCK OF MORSE STREET NE,399953.06,137804.59,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9081011061,-77.0005411948,,2025/07/29 06:00:00+00,2025/07/29 07:35:00+00,783374588,
401601.329999998,130970.75,25120551,2025/08/08 21:18:15+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,401601.33,130970.75,8,8E,7,704,Cluster 38,007304 4,007304,Precinct 120,38.8465377272,-76.9815533837,,2025/08/08 19:22:00+00,2025/08/08 20:00:00+00,783374620,
398098.850000001,136808.920000002,25121631,2025/08/10 21:45:26+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 7TH STREET NW,398098.85,136808.92,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.8991297051,-77.0219165566,DOWNTOWN,2025/08/10 17:15:00+00,2025/08/10 19:24:00+00,783374621,
398010.079999998,138818.940000001,25117283,2025/08/03 01:41:55+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/08/02 22:57:00+00,2025/08/02 23:26:00+00,783374725,
401583.57,136165.239999998,25117700,2025/08/03 18:15:42+00,DAY,OTHERS,THEFT/OTHER,1600 - 1655 BLOCK OF C STREET NE,401583.57,136165.24,7,7D,5,507,Cluster 25,007901 3,007901,Precinct 81,38.8933318306,-76.9817460059,,2025/08/01 07:00:00+00,2025/08/03 18:11:00+00,783374726,
397936.57,142614.870000001,25123655,2025/08/14 11:32:19+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5000 - 5099 BLOCK OF 8TH STREET NW,397936.57,142614.87,4,4D,4,407,Cluster 18,002201 1,002201,Precinct 56,38.9514311725,-77.0238047822,,2025/08/13 19:30:00+00,2025/08/14 11:00:00+00,783374727,
399868.920000002,143373.539999999,25124333,2025/08/15 20:41:38+00,EVENING,OTHERS,THEFT/OTHER,310 - 399 BLOCK OF RIGGS ROAD NE,399868.92,143373.54,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9582678873,-77.0015123508,,2025/08/15 16:15:00+00,2025/08/15 17:40:00+00,783374728,
397117.25,138916.670000002,25212565,2025/08/10 17:10:21+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF V STREET NW,397117.25,138916.67,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9181143708,-77.0332413398,,2025/08/05 16:00:00+00,2025/08/08 15:30:00+00,783374729,
400331.944499999,135710.9756,25110415,2025/07/22 00:39:48+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 7TH STREET SE,400331.944542261,135710.975643371,6,6B,1,107,Cluster 26,006600 1,006600,Precinct 89,38.8892410117,-76.9961738564,,2025/07/21 18:45:00+00,2025/07/21 19:15:00+00,783374853,
397431.140000001,138792.739999998,25110465,2025/07/22 03:17:33+00,MIDNIGHT,OTHERS,ROBBERY,13TH STREET NW AND U STREET NW,397431.13999557,138792.73999823,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9169989421,-77.0296213728,,2025/07/22 00:30:00+00,2025/07/22 01:00:00+00,783374854,
397764.229999997,134794.960000001,25113890,2025/07/28 15:07:11+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 1199 BLOCK OF MAINE AVENUE SW,397764.23,134794.96,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8809864129,-77.02576752,SOUTHWEST,2025/07/28 02:00:00+00,2025/07/28 03:21:00+00,783374856,
400735.100000001,130151.699999999,25119725,2025/08/07 06:27:31+00,MIDNIGHT,GUN,ROBBERY,10TH PLACE SE AND MISSISSIPPI AVENUE SE,400735.09999864,130151.70002221,8,8C,7,705,Cluster 39,007304 4,007304,Precinct 120,38.83916051,-76.9915328468,,2025/08/07 05:01:00+00,,783375109,
395499.25,139592.960000001,25119794,2025/08/07 14:09:26+00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2025/08/07 12:36:00+00,2025/08/07 13:14:00+00,783375110,
391587.020000003,142021.93,25423426,2025/08/14 15:01:29+00,DAY,OTHERS,THEFT F/AUTO,4900 - 4908 BLOCK OF MASSACHUSETTS AVENUE NW,391587.02,142021.93,3,3D,2,205,Cluster 13,000904 2,000904,Precinct 9,38.9460519441,-77.0970491269,,2025/05/27 15:00:00+00,2025/05/27 16:30:00+00,783375138,
394870.770000003,137341.609999999,25422645,2025/07/25 20:01:51+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1199 BLOCK OF 30TH STREET NW,394870.77,137341.61,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9039154567,-77.0591340025,GEORGETOWN,2025/07/08 02:22:00+00,2025/07/08 02:30:00+00,783375140,
400260.909999996,140497.989999998,25110551,2025/07/22 08:59:41+00,MIDNIGHT,OTHERS,BURGLARY,600 - 699 BLOCK OF MONROE STREET NE,400260.91,140497.99,5,5F,5,502,Cluster 20,009201 2,009201,Precinct 74,38.9323640917,-76.996990814,,2025/07/22 08:20:00+00,,783375277,
398053.740000002,136327.710000001,25112022,2025/07/24 21:46:27+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF D STREET NW,398053.74,136327.71,2,2C,1,102,Cluster 8,005802 4,005802,Precinct 143,38.894794692,-77.0224352237,DOWNTOWN,2025/07/24 17:43:00+00,2025/07/24 20:58:00+00,783375278,
398437.630000003,144877.140000001,25116244,2025/08/01 02:37:02+00,EVENING,GUN,ROBBERY,6700 - 6799 BLOCK OF 4TH STREET NW,398437.63,144877.14,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9718113085,-77.0180294528,,2025/08/01 00:27:00+00,2025/08/01 01:45:00+00,783375364,
400041.109999999,138778.329999998,25111126,2025/07/23 07:05:17+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1900 - 2099 BLOCK OF 5TH STREET NE,400041.11,138778.33,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9168728856,-76.9995259639,,2025/07/23 06:11:00+00,2025/07/23 06:15:00+00,783375488,
396412.810000002,137579.030000001,25114088,2025/07/28 16:19:50+00,DAY,OTHERS,THEFT/OTHER,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,396412.81,137579.03,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9060618647,-77.0413573339,GOLDEN TRIANGLE,2025/07/24 07:00:00+00,2025/07/24 07:00:00+00,783375549,
400770.130000003,140681.989999998,25114750,2025/07/29 17:10:55+00,DAY,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 12TH STREET NE,400770.13,140681.99,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 68,38.9340213208,-76.9911175566,,2025/07/29 04:00:00+00,,783375550,
404221.460000001,135910.829999998,25114796,2025/07/29 18:23:09+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF ANACOSTIA ROAD NE,404221.46,135910.83,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.891031302,-76.9513403106,,2025/07/29 16:48:00+00,2025/07/29 17:45:00+00,783375551,
399531.539999999,134674.780000001,25117281,2025/08/02 23:00:02+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF NEW JERSEY AVENUE SE,399531.54,134674.78,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8799065024,-77.0053989764,CAPITOL RIVERFRONT,2025/07/31 17:15:00+00,2025/07/31 17:40:00+00,783375552,
393631.100000001,140106.68,25113026,2025/07/26 14:33:54+00,DAY,OTHERS,THEFT/OTHER,3700 - 3702 BLOCK OF MASSACHUSETTS AVENUE NW,393631.1,140106.68,3,3A,2,204,Cluster 14,000704 2,000704,Precinct 28,38.9288160081,-77.0734515865,,2025/07/26 12:30:00+00,2025/07/26 14:30:00+00,783375751,
399695.200000003,137774.0,25116407,2025/08/01 13:57:11+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9078254892,-77.0035141787,NOMA,2025/08/01 02:00:00+00,2025/08/01 13:44:00+00,783375752,
405964.509999998,134419.23,25112209,2025/07/25 03:29:41+00,MIDNIGHT,OTHERS,THEFT/OTHER,5000 - 5069 BLOCK OF BENNING ROAD SE,405964.51,134419.23,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8775843035,-76.9312615719,,2025/07/25 02:11:00+00,2025/07/25 02:30:00+00,783375800,
397216.270000003,137538.440000001,25116998,2025/08/03 12:28:42+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,397216.27,137538.44,2,2F,3,307,Cluster 8,005003 2,005003,Precinct 17,38.9056991277,-77.032093941,,2025/08/02 10:42:00+00,2025/08/02 11:37:00+00,783375801,
398469.82,134448.469999999,25111987,2025/07/24 20:53:13+00,EVENING,OTHERS,ROBBERY,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6,6D,1,105,Cluster 9,010201 1,010201,Precinct 142,38.8778666066,-77.0176347386,SOUTHWEST,2025/07/24 16:05:00+00,2025/07/24 16:30:00+00,783375832,
397654.079999998,144888.649999999,25113138,2025/07/26 19:45:01+00,EVENING,OTHERS,THEFT/OTHER,6658 - 6799 BLOCK OF GEORGIA AVENUE NW,397654.08,144888.65,4,4B,4,401,Cluster 17,010300 1,010300,Precinct 63,38.9719132497,-77.0270715098,,2025/07/26 16:51:00+00,,783375833,
400589.75,136927.77,25113866,2025/07/28 02:02:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF H STREET NE,400589.75,136927.77,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9002022066,-76.993201229,,2025/07/28 01:25:00+00,2025/07/28 01:30:00+00,783375886,
402606.035599999,131770.756200001,25119929,2025/08/07 18:09:09+00,DAY,OTHERS,THEFT/OTHER,2455 - 2482 BLOCK OF ALABAMA AVENUE SE,402606.035616371,131770.756183714,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8537421283,-76.9699765873,,2025/08/05 20:27:00+00,2025/08/05 20:35:00+00,783375887,
400436.512900002,134389.02,25120119,2025/08/08 01:42:44+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1119 BLOCK OF 8TH STREET SE,400436.512894358,134389.020026144,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8773322808,-76.9949693937,CAPITOL RIVERFRONT,2025/08/07 23:30:00+00,2025/08/07 23:35:00+00,783375888,
399996.490000002,137184.27,25120193,2025/08/08 03:45:21+00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF K STREET NE,399996.49,137184.27,6,6C,5,501,Cluster 25,010602 3,010602,Precinct 83,38.9025130478,-77.0000404654,,2025/08/08 02:40:00+00,2025/08/08 02:42:00+00,783375889,
398758.710000001,145213.059999999,25113937,2025/07/28 06:31:41+00,MIDNIGHT,OTHERS,BURGLARY,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/07/28 04:51:00+00,2025/07/28 05:50:00+00,783376004,
392758.869999997,143179.390000001,25112524,2025/07/26 11:13:30+00,DAY,OTHERS,THEFT F/AUTO,5100 - 5199 BLOCK OF WISCONSIN AVENUE NW,392758.87,143179.39,3,3E,2,202,Cluster 11,001004 1,001004,Precinct 31,38.9564890953,-77.083543312,FRIENDSHIP HEIGHTS,2025/07/25 17:29:00+00,2025/07/25 19:06:00+00,783376012,
398099.020000003,138206.329999998,25114879,2025/07/29 20:08:12+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1623 BLOCK OF 7TH STREET NW,398099.02,138206.33,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.911718063,-77.0219184648,,2025/07/27 00:00:00+00,2025/07/29 20:00:00+00,783376013,
392040.210000001,138730.649999999,25116696,2025/08/01 22:44:41+00,EVENING,OTHERS,THEFT F/AUTO,4700 - 4799 BLOCK OF WHITEHAVEN PARKWAY NW,392040.21,138730.65,3,3D,2,205,Cluster 13,000802 1,000802,Precinct 7,38.9164073228,-77.0917831201,,2025/07/31 11:30:00+00,2025/07/31 21:00:00+00,783376014,
399215.0,138016.219999999,25118997,2025/08/05 23:49:36+00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1522 BLOCK OF NORTH CAPITOL STREET,399215,138016.22,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9100071926,-77.0090509011,,2025/08/05 20:30:00+00,2025/08/05 22:30:00+00,783376015,
398099.079999998,137450.09,25120072,2025/08/08 03:52:26+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF 7TH STREET NW,398099.08,137450.09,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9049055925,-77.0219156797,DOWNTOWN,2025/08/07 21:07:00+00,2025/08/07 21:45:00+00,783376168,
398185.240000002,138058.149999999,25121387,2025/08/10 07:09:18+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF MARION STREET NW,398185.24,138058.15,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9103833894,-77.0209239491,,2025/08/10 03:30:00+00,2025/08/10 05:20:00+00,783376169,
393455.549999997,141389.059999999,25123240,2025/08/13 16:29:55+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3901 - 3999 BLOCK OF WISCONSIN AVENUE NW,393455.55,141389.06,3,3A,2,203,Cluster 15,000600 4,000600,Precinct 29,38.9403667792,-77.0754884077,,2025/08/13 04:15:00+00,2025/08/13 07:45:00+00,783376170,
393070.630000003,142276.379999999,25422926,2025/08/01 15:01:51+00,DAY,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9483570552,-77.0799373128,,2025/06/06 00:02:00+00,2025/06/06 00:02:00+00,783376274,
398066.890000001,134493.32,25423018,2025/08/05 11:01:37+00,DAY,OTHERS,THEFT F/AUTO,660 - 699 BLOCK OF MAINE AVENUE SW,398066.89,134493.32,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8782698395,-77.0222784786,SOUTHWEST,2025/05/28 23:15:00+00,2025/05/29 01:30:00+00,783376275,
399078.880000003,136928.379999999,25114731,2025/07/29 18:53:05+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF H STREET NW,399078.88,136928.38,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002074169,-77.0106188799,NOMA,2025/07/29 15:30:00+00,2025/07/29 16:20:00+00,783376286,
399119.530000001,137184.550000001,25115412,2025/07/30 22:23:41+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF K STREET NW,399119.53,137184.55,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,38.9025151292,-77.0101505859,,2025/07/07 15:25:00+00,2025/07/30 18:32:00+00,783376287,
397655.090000004,137916.949999999,25422631,2025/07/25 16:30:57+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 11TH STREET NW,397655.09,137916.95,2,2F,3,307,Cluster 7,005004 2,005004,Precinct 17,38.909110157,-77.0270360278,,2025/07/07 20:30:00+00,2025/07/07 20:30:00+00,783376311,
397172.460000001,138470.210000001,25422824,2025/07/31 14:01:30+00,DAY,OTHERS,THEFT/OTHER,1400 - 1429 BLOCK OF S STREET NW,397172.46,138470.21,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9140926905,-77.032602868,,2025/07/08 22:07:00+00,2025/07/08 22:15:00+00,783376312,
401191.210000001,137566.670000002,25423113,2025/08/07 13:01:50+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENN STREET NE,401191.21,137566.67,5,5D,5,506,Cluster 23,008802 4,008802,Precinct 77,38.9059570343,-76.9862663545,,2025/07/23 16:00:00+00,2025/07/23 17:00:00+00,783376313,
393427.719999999,143911.66,25119960,2025/08/07 19:43:14+00,EVENING,OTHERS,THEFT F/AUTO,3800 - 3899 BLOCK OF LIVINGSTON STREET NW,393427.72,143911.66,3,3/4G,2,201,Cluster 10,001100 1,001100,Precinct 32,38.9630908287,-77.0758335902,,2025/08/07 16:40:00+00,2025/08/07 19:40:00+00,783376586,
397616.210000001,142721.039999999,25121125,2025/08/09 22:15:57+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5100 - 5199 BLOCK OF GEORGIA AVENUE NW,397616.21,142721.04,4,4D,4,403,Cluster 18,002101 4,002101,Precinct 56,38.9523867696,-77.0275009875,,2025/08/09 20:45:00+00,2025/08/09 20:51:00+00,783376587,
393070.630000003,142276.379999999,25109670,2025/07/20 20:04:27+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2025/07/20 18:48:00+00,2025/07/20 18:59:00+00,783376831,
399855.009999998,137319.100000001,25113415,2025/07/27 04:46:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,300 - 319 BLOCK OF L STREET NE,399855.01,137319.1,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9037276321,-77.00167156,,2025/07/27 03:55:00+00,2025/07/27 04:35:00+00,783376832,
397330.140000001,138916.41,25115693,2025/07/31 06:17:14+00,MIDNIGHT,GUN,ROBBERY,1300 - 1399 BLOCK OF V STREET NW,397330.14,138916.41,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9181127012,-77.0307864786,,2025/07/31 02:50:00+00,2025/07/31 05:20:00+00,783376908,
398099.100000001,137620.600000001,25112121,2025/07/25 16:21:29+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF 7TH STREET NW,398099.1,137620.6,2,2G,3,307,Cluster 7,004902 2,004902,Precinct 18,38.9064416062,-77.021915921,,2025/07/24 21:47:00+00,2025/07/24 23:45:00+00,783376929,
397203.829999998,146283.600000001,25111766,2025/07/24 11:50:43+00,DAY,OTHERS,THEFT F/AUTO,7800 - 7899 BLOCK OF MORNINGSIDE DRIVE NW,397203.83,146283.6,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9844779526,-77.0322730072,,2025/07/24 11:25:00+00,,783377132,
400493.009999998,139330.289999999,25112259,2025/07/25 04:57:38+00,MIDNIGHT,OTHERS,ROBBERY,800 - 899 BLOCK OF RHODE ISLAND AVENUE NE,400493.01,139330.29,5,5B,5,504,Cluster 21,009302 1,009302,Precinct 74,38.9218449842,-76.9943147446,,2025/07/25 04:01:00+00,2025/07/25 04:10:00+00,783377160,
401822.200000003,137058.440000001,25114179,2025/07/28 17:53:59+00,DAY,OTHERS,THEFT/OTHER,900 - 979 BLOCK OF 17TH STREET NE,401822.2,137058.44,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9013776378,-76.9789929211,,2025/07/28 05:20:00+00,2025/07/28 05:30:00+00,783377161,
400232.916299999,135255.095600002,25114606,2025/07/29 12:31:11+00,DAY,OTHERS,BURGLARY,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2025/07/29 05:35:00+00,2025/07/29 05:43:00+00,783377162,
399756.850000001,137184.469999999,25117919,2025/08/04 01:06:50+00,EVENING,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF K STREET NE,399756.85,137184.47,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9025148158,-77.0028031789,NOMA,2025/07/31 19:00:00+00,2025/08/01 10:00:00+00,783377182,
401521.469999999,136902.829999998,25111141,2025/07/23 08:29:33+00,MIDNIGHT,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF BENNING ROAD NE,401521.47,136902.83,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,38.8999764193,-76.9824602061,,2025/07/23 07:55:00+00,2025/07/23 08:00:00+00,783377196,
397229.100000001,138975.93,25112553,2025/07/25 23:11:28+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229.1,138975.93,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9186485641,-77.0319518232,,2025/07/25 18:30:00+00,2025/07/25 19:49:00+00,783377197,
397162.060000002,140182.43,25115332,2025/07/30 16:51:45+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/07/30 15:13:00+00,2025/07/30 15:30:00+00,783377198,
395963.579999998,139110.239999998,25116622,2025/08/01 20:21:15+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF 20TH STREET NW,395963.58,139110.24,1,1C,3,303,Cluster 1,004001 3,004001,Precinct 25,38.9198535709,-77.0465455846,,2025/07/30 17:43:00+00,2025/08/01 19:26:00+00,783377199,
402094.07,132953.140000001,25119785,2025/08/07 12:41:17+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1907 - 2329 BLOCK OF MARION BARRY AVENUE SE,402094.07,132953.14,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,38.8643949084,-76.9758712003,,2025/08/07 11:51:00+00,2025/08/07 12:41:00+00,783377218,
397115.780000001,137977.23,25422840,2025/07/31 16:02:32+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2025/07/26 23:20:00+00,2025/07/27 06:20:00+00,783377222,
391489.159999996,142228.210000001,25115898,2025/07/31 16:22:23+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4900 - 5019 BLOCK OF ALBEMARLE STREET NW,391489.16,142228.21,3,3E,2,202,Cluster 11,001003 3,001003,Precinct 30,38.9479092283,-77.0981805632,,2025/07/31 14:50:00+00,2025/07/31 15:00:00+00,783377253,
398333.539999999,140926.850000001,25422929,2025/08/01 15:33:00+00,DAY,OTHERS,THEFT/OTHER,3648 - 3661 BLOCK OF PARK PLACE NW,398333.54,140926.85,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9362258502,-77.0192210334,,2025/06/20 18:44:00+00,2025/06/20 19:36:00+00,783377255,
399612.049999997,137531.800000001,25423401,2025/08/14 13:01:35+00,DAY,OTHERS,THEFT F/AUTO,100 - 208 BLOCK OF M STREET NE,399612.05,137531.8,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9056436347,-77.0044727163,NOMA,2025/06/25 16:00:00+00,2025/06/27 14:30:00+00,783377272,
394888.299999997,145208.030000001,25122058,2025/08/11 16:24:53+00,DAY,OTHERS,THEFT F/AUTO,6321 - 6599 BLOCK OF 31ST PLACE NW,394888.3,145208.03,4,3/4G,2,201,Cluster 10,001500 4,001500,Precinct 51,38.9747785546,-77.0589905063,,2025/08/11 14:55:00+00,2025/08/11 15:07:00+00,783377364,
401138.240000002,134783.469999999,25423166,2025/08/08 12:01:21+00,DAY,OTHERS,THEFT F/AUTO,1309 - 1397 BLOCK OF PENNSYLVANIA AVENUE SE,401138.24,134783.47,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,38.8808850123,-76.986881665,CAPITOL HILL,2025/08/03 19:30:00+00,2025/08/03 19:30:00+00,783377392,
402183.880000003,136751.77,25110220,2025/07/21 20:16:17+00,EVENING,OTHERS,THEFT/OTHER,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8986142204,-76.974824299,,2025/07/21 18:21:00+00,2025/07/21 19:00:00+00,783377500,
396578.060000002,137120.460000001,25112662,2025/07/25 22:58:42+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF 17TH STREET NW,396578.06,137120.46,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.901931564,-77.0394498536,GOLDEN TRIANGLE,2025/07/25 21:21:00+00,2025/07/25 22:50:00+00,783377582,
400437.119999997,136990.149999999,25114716,2025/07/29 18:12:43+00,DAY,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF 8TH STREET NE,400437.12,136990.15,6,6A,1,104,Cluster 25,010602 2,010602,Precinct 83,38.9007642371,-76.9949607424,,2025/07/28 02:00:00+00,2025/07/28 14:30:00+00,783377617,
404887.732799999,134779.582800001,25117100,2025/08/03 10:17:03+00,MIDNIGHT,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF BURNS STREET SE,404887.732802489,134779.582810506,7,7E,6,605,Cluster 33,009907 1,009907,Precinct 103,38.8808371467,-76.9436684026,,2025/08/01 23:00:00+00,2025/08/02 15:30:00+00,783377618,
397497.960000001,138469.829999998,25422737,2025/07/29 16:32:12+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF S STREET NW,397497.96,138469.83,2,2F,3,307,Cluster 7,005001 1,005001,Precinct 16,38.9140902542,-77.0288496986,,2025/07/23 01:35:00+00,2025/07/23 01:50:00+00,783377632,
407251.566100001,136517.930399999,25109916,2025/07/21 05:51:58+00,MIDNIGHT,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF 59TH STREET NE,407251.566084682,136517.930364119,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8964805119,-76.9164066604,,2025/07/21 04:20:00+00,2025/07/21 05:26:00+00,783377775,
