X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
406439.387999997,135397.6349,25113926,2025-07-28 06:03:08+00:00,MIDNIGHT,GUN,BURGLARY,119 - 199 BLOCK OF 53RD STREET SE,406439.388003929,135397.63487508,7.0,7E,6.0,604.0,Cluster 33,009905 1,9905.0,Precinct 104,38.886394801,-76.9257796407,,2025-07-28 03:37:00+00:00,2025-07-28 06:00:00+00:00,786789118,,2025
391639.560000002,138818.920000002,25025833,2025-02-22 10:21:27+00:00,MIDNIGHT,OTHERS,BURGLARY,4824 - 4875 BLOCK OF MACARTHUR BOULEVARD NW,391639.56,138818.92,3.0,3D,2.0,205.0,Cluster 13,000804 2,804.0,Precinct 8,38.9171987677,-77.0964040255,,2025-02-22 08:22:00+00:00,2025-02-22 08:28:00+00:00,786789125,,2025
400825.5,139794.190000001,25031643,2025-03-05 10:56:35+00:00,MIDNIGHT,OTHERS,BURGLARY,2800 - 2899 BLOCK OF 12TH STREET NE,400825.5,139794.19,5.0,5B,5.0,504.0,Cluster 22,009302 1,9302.0,Precinct 73,38.926023694,-76.9904800038,,2025-03-05 10:23:00+00:00,2025-03-05 10:30:00+00:00,786789373,,2025
406428.692900002,136879.3473,25128577,2025-08-24 00:11:37+00:00,EVENING,OTHERS,BURGLARY,5200 - 5299 BLOCK OF HAYES STREET NE,406428.692867919,136879.347260455,7.0,7C,6.0,602.0,Cluster 31,007804 1,7804.0,Precinct 97,38.8997426876,-76.9258890481,,2025-08-23 17:59:00+00:00,2025-08-23 20:33:00+00:00,786789380,,2025
401329.960000001,136952.640000001,25101510,2025-07-06 12:28:04+00:00,DAY,OTHERS,BURGLARY,1400 - 1499 BLOCK OF FLORIDA AVENUE NE,401329.96,136952.64,5.0,5D,5.0,506.0,Cluster 23,008802 2,8802.0,Precinct 77,38.9004254362,-76.9846678731,,2025-07-06 10:30:00+00:00,2025-07-06 11:00:00+00:00,786789442,,2025
401174.995300002,130512.295000002,25106026,2025-07-14 13:11:34+00:00,DAY,OTHERS,BURGLARY,1303 - 1358 BLOCK OF CONGRESS STREET SE,401174.995263043,130512.294966546,8.0,8C,7.0,705.0,Cluster 38,007304 3,7304.0,Precinct 120,38.8424084336,-76.986465355,,2025-07-14 10:30:00+00:00,2025-07-14 13:09:00+00:00,786789453,,2025
399361.310000002,139796.68,25102268,2025-07-07 21:09:26+00:00,EVENING,OTHERS,BURGLARY,1 - 99 BLOCK OF GIRARD STREET NE,399361.31,139796.68,5.0,5E,5.0,502.0,Cluster 21,009203 1,9203.0,Precinct 135,38.9260462803,-77.0073656309,,2025-07-07 18:01:00+00:00,2025-07-07 20:40:00+00:00,786789740,,2025
398010.0,137782.890000001,25110562,2025-07-22 12:53:28+00:00,DAY,OTHERS,BURGLARY,1300 - 1399 BLOCK OF 8TH STREET NW,398010.0,137782.89,2.0,2G,3.0,307.0,Cluster 7,004902 1,4902.0,Precinct 18,38.9079033735,-77.022943646,,2025-07-22 09:35:00+00:00,2025-07-22 09:45:00+00:00,786789753,,2025
402530.270000003,136674.149999999,25113987,2025-07-28 11:39:50+00:00,DAY,OTHERS,BURGLARY,2500 - 2598 BLOCK OF BENNING ROAD NE,402530.27,136674.15,5.0,5D,5.0,507.0,Cluster 23,008904 3,8904.0,Precinct 79,38.8979140626,-76.9708314119,,2025-07-28 10:16:00+00:00,,786789798,,2025
401821.581100002,133587.339499999,25120043,2025-08-07 21:43:46+00:00,EVENING,OTHERS,BURGLARY,1600 - 1637 BLOCK OF 18TH STREET SE,401821.581055643,133587.3395454,8.0,8A,6.0,607.0,Cluster 34,007601 4,7601.0,Precinct 140,38.8701086442,-76.9790092579,,2025-08-07 20:53:00+00:00,2025-08-07 21:43:00+00:00,786789868,,2025
397242.840000004,140511.489999998,25122111,2025-08-12 02:10:31+00:00,EVENING,OTHERS,BURGLARY,1300 - 1399 BLOCK OF NEWTON STREET NW,397242.84,140511.49,1.0,1A,4.0,408.0,Cluster 2,002900 2,2900.0,Precinct 41,38.9324814166,-77.0317995524,,2025-08-09 16:00:00+00:00,2025-08-11 16:35:00+00:00,786790159,,2025
402481.770000003,132738.82,25035796,2025-03-12 23:42:35+00:00,EVENING,OTHERS,BURGLARY,2311- 2458 BLOCK OF GOOD HOPE ROAD SE,402481.77,132738.82,8.0,8A,6.0,607.0,Cluster 34,007605 3,7605.0,Precinct 112,38.8624632162,-76.9714047234,,2025-03-12 19:18:00+00:00,2025-03-12 22:44:00+00:00,786790174,,2025
403053.649999999,140739.91,25036061,2025-03-13 13:27:01+00:00,DAY,OTHERS,BURGLARY,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,403053.65,140739.91,5.0,5B,5.0,503.0,Cluster 24,011100 2,11100.0,Precinct 69,38.9345381126,-76.9647798805,,2025-03-13 10:36:00+00:00,2025-03-13 12:27:00+00:00,786790176,,2025
397699.600000001,146051.379999999,25036069,2025-03-13 11:55:33+00:00,DAY,OTHERS,BURGLARY,7600 - 7699 BLOCK OF GEORGIA AVENUE NW,397699.6,146051.38,4.0,4B,4.0,401.0,Cluster 17,010300 2,10300.0,Precinct 63,38.982387504,-77.0265501193,,2025-03-13 08:25:00+00:00,2025-03-13 08:31:00+00:00,786790177,,2025
