X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
398055.899999999,138735.949999999,25115570,2025-07-30 22:29:42+00:00,EVENING,OTHERS,ROBBERY,700 - 799 BLOCK OF FLORIDA AVENUE NW,398055.9,138735.95,1.0,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.9164889632,-77.0224171416,,2025-07-27 07:00:00+00:00,2025-07-27 07:30:00+00:00,786892871,,2025
400442.579999998,137433.52,25086500,2025-06-10 04:00:21+00:00,MIDNIGHT,GUN,ROBBERY,8TH STREET NE AND FLORIDA AVENUE NE,400442.57999836,137433.51999697,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.9047582682,-76.9948975121,,2025-06-10 01:49:00+00:00,2025-06-11 02:36:00+00:00,786893140,,2025
397829.909999996,137265.25,25064700,2025-05-03 08:29:27+00:00,MIDNIGHT,GUN,ROBBERY,900 - 999 BLOCK OF MASSACHUSETTS AVENUE NW,397829.91,137265.25,2.0,2G,3.0,307.0,Cluster 8,004902 3,4902.0,Precinct 129,38.9032398655,-77.0250183526,,2025-05-03 07:05:00+00:00,2025-05-03 07:07:00+00:00,786893398,,2025
397228.829999998,138346.41,25074661,2025-05-20 06:01:08+00:00,MIDNIGHT,OTHERS,ROBBERY,1700 - 1720 BLOCK OF 14TH STREET NW,397228.83,138346.41,2.0,2F,3.0,307.0,Cluster 7,005001 2,5001.0,Precinct 16,38.912977638,-77.0319523958,,2025-05-20 03:03:00+00:00,2025-05-20 05:50:00+00:00,786893813,,2025
399345.920000002,138303.129999999,25092035,2025-06-20 01:49:24+00:00,EVENING,OTHERS,ROBBERY,10 - 99 BLOCK OF R STREET NE,399345.92,138303.13,5.0,5F,5.0,502.0,Cluster 21,008701 1,8701.0,Precinct 75,38.9125918826,-77.0075416916,,2025-06-12 00:15:00+00:00,2025-06-20 01:15:00+00:00,786893818,,2025
401606.461199999,132657.5803,25023097,2025-02-17 02:40:28+00:00,EVENING,GUN,ROBBERY,2300 - 2399 BLOCK OF GREEN STREET SE,401606.461215444,132657.580344537,8.0,8A,7.0,701.0,Cluster 28,007504 1,7504.0,Precinct 114,38.8617334099,-76.9814903344,,2025-02-17 00:46:00+00:00,2025-02-17 02:03:00+00:00,786893840,,2025
404028.060000002,132914.6591,25041484,2025-03-23 02:08:25+00:00,EVENING,OTHERS,ROBBERY,2000 - 2065 BLOCK OF 37TH STREET SE,404028.059969691,132914.659096775,7.0,7B,6.0,606.0,Cluster 35,007603 1,7603.0,Precinct 110,38.8640415251,-76.9535871417,,2025-03-23 00:24:00+00:00,,786894174,,2025
407132.600000001,136008.5,25043335,2025-03-26 13:44:09+00:00,DAY,GUN,ROBBERY,200 - 289 BLOCK OF 58TH STREET NE,407132.6,136008.5,7.0,7C,6.0,608.0,Cluster 31,007808 2,7808.0,Precinct 96,38.891892351,-76.9177833451,,2025-03-26 08:01:00+00:00,2025-03-26 10:00:00+00:00,786894175,,2025
402480.859999999,136431.289999999,25036422,2025-03-14 00:30:28+00:00,EVENING,GUN,ROBBERY,OKLAHOMA AVENUE NE AND E STREET NE,402480.86000026,136431.29001204,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8957264325,-76.9714018803,,2025-03-13 22:38:00+00:00,2025-03-14 00:10:00+00:00,786894186,,2025
402363.710000001,130873.460000001,25072261,2025-05-16 05:28:44+00:00,MIDNIGHT,GUN,ROBBERY,3400 - 3799 BLOCK OF 22ND STREET SE,402363.71,130873.46,8.0,8E,7.0,704.0,Cluster 38,007409 2,7409.0,Precinct 116,38.8456595779,-76.9727714366,,2025-05-16 03:31:00+00:00,2025-05-16 05:00:00+00:00,786894350,,2025
